SchoolYear,Total Enrolled in an IHE within 0-48 months,Total % Enrolled in an IHE within 0-48 months,Total Accumulating 24 Credits within 0-12 months,Total % Accumulating 24 Credits  within 0-12 months,Total Accumulating 24 Credits within 0-16 months,Total % Accumulating 24 Credits  within 0-16 months,Total Accumulating 24 Credits within 0-24 months,Total % Accumulating 24 Credits  within 0-24 months,ISD Code,ISD OfficialName,DistrictCode,DistrictOfficialName,BuildingCode,BuildingOfficialName,CharterName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,IHE Type,Subgroup,Gender,Total Graduates (All Students),Total Enrolled in an IHE within 0-6 months,Total % Enrolled in an IHE within 0-6 months,Total Enrolled in an IHE within 0-12 months,Total % Enrolled in an IHE within 0-12 months,Total Enrolled in an IHE within 0-16 months,Total % Enrolled in an IHE within 0-16 months,Total Enrolled in an IHE within 0-24 months,Total % Enrolled in an IHE within 0-24 months,Total Enrolled in an IHE within 0-36 months,Total % Enrolled in an IHE within 0-36 months
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,93,<10,5.3763,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,Hispanic/Latino,All Students,<10,<10,66.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,175,65,37.1429,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,103,42,40.7767,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,103,12,11.6505,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,103,30,29.1262,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,196,17,8.6735,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,175,50,28.5714,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,Homeless,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,Hispanic/Latino,All Students,<10,<10,66.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,105,44,41.9048,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,105,32,30.4762,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,All,Hispanic/Latino,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,175,15,8.5714,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,38,<10,18.4211,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,71,10,14.0845,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,33,<10,15.1515,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,71,17,23.9437,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,14,<10,7.1429,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,38,<10,5.2632,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,33,<10,15.1515,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,33,10,30.303,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,71,<10,9.8592,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,English Learners,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,33,<10,15.1515,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,61,<10,11.4754,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,38,<10,13.1579,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,38,<10,18.4211,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,61,13,21.3115,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,38,<10,5.2632,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,33,10,30.303,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,71,10,14.0845,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,33,<10,15.1515,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,71,<10,9.8592,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,14,<10,7.1429,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,All,English Learners,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,71,17,23.9437,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,61,<10,9.8361,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,38,<10,13.1579,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,93,18,19.3548,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,187,26,13.9037,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,26,<10,26.9231,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,95,10,10.5263,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,92,34,36.9565,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,26,<10,30.7692,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,158,23,14.557,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,92,16,17.3913,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,187,36,19.2513,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,92,18,19.5652,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,95,28,29.4737,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,93,16,17.2043,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,95,18,18.9474,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,188,62,32.9787,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,158,28,17.7215,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,93,34,36.5591,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,95,10,10.5263,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,95,28,29.4737,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,187,62,33.1551,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Students With Disabilities,All Students,26,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,188,26,13.8298,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,188,36,19.1489,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,95,18,18.9474,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2644,Mumford High School,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,158,51,32.2785,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,42,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,All,Students With Disabilities,All Students,35,<10,14.2857,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,66,<10,6.0606,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Four Year,Homeless,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,111,<10,5.4054,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,69,11,15.942,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,42,<10,19.0476,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,66,15,22.7273,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,103,20,19.4175,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,108,23,21.2963,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,42,<10,19.0476,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,103,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,42,<10,14.2857,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,66,11,16.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Two Year,Students With Disabilities,All Students,35,<10,11.4286,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,69,15,21.7391,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,69,<10,5.7971,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Four Year,Students With Disabilities,All Students,35,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,108,17,15.7407,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,108,<10,5.5556,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,42,<10,<5%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,103,15,14.5631,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,42,<10,14.2857,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,111,17,15.3153,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,111,23,20.7207,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School at Northwestern,,82,Wayne,LEA School,High School,City: Large,All,Homeless,All Students,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Female,23,<10,39.1304,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Two Year,Economically Disadvantaged,All Students,40,<10,17.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Female,23,<10,30.4348,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Female,23,<10,8.6957,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,All Students,47,<10,10.6383,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,All Students,47,11,23.4043,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,All Students,47,16,34.0426,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Male,24,<10,12.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Male,24,<10,29.1667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,All Students,47,11,23.4043,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Two Year,African American,Male,24,<10,16.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Female,23,<10,30.4348,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,Male,24,<10,12.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,All,African American,Female,23,<10,39.1304,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Four Year,African American,Female,23,<10,8.6957,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,All,Economically Disadvantaged,All Students,40,11,27.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Four Year,All Students,All Students,47,<10,10.6383,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Four Year,Economically Disadvantaged,All Students,40,<10,10,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,All,All Students,Male,24,<10,29.1667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,All,African American,All Students,47,16,34.0426,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3015,Pershing High School,,82,Wayne,LEA School,High School,City: Large,Two Year,All Students,Male,24,<10,16.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3276,Academy of The Americas High School,,82,Wayne,LEA School,Elem thru High School,City: Large,Two Year,Hispanic/Latino,Male,<10,<10,12.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3276,Academy of The Americas High School,,82,Wayne,LEA School,Elem thru High School,City: Large,All,Hispanic/Latino,All Students,12,<10,8.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3276,Academy of The Americas High School,,82,Wayne,LEA School,Elem thru High School,City: Large,All,Hispanic/Latino,Male,<10,<10,12.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3276,Academy of The Americas High School,,82,Wayne,LEA School,Elem thru High School,City: Large,Two Year,Hispanic/Latino,All Students,12,<10,8.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3276,Academy of The Americas High School,,82,Wayne,LEA School,Elem thru High School,City: Large,Two Year,All Students,Male,<10,<10,12.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3276,Academy of The Americas High School,,82,Wayne,LEA School,Elem thru High School,City: Large,All,All Students,Male,<10,<10,12.5,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3276,Academy of The Americas High School,,82,Wayne,LEA School,Elem thru High School,City: Large,Two Year,All Students,All Students,12,<10,8.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3276,Academy of The Americas High School,,82,Wayne,LEA School,Elem thru High School,City: Large,All,All Students,All Students,12,<10,8.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,Four Year,African American,All Students,<10,<10,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,All,All Students,Female,<10,<10,>95%,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,Two Year,All Students,Female,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,Four Year,African American,Female,<10,<10,50,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,All,All Students,All Students,<10,<10,66.6667,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,Four Year,All Students,All Students,<10,<10,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,Two Year,All Students,All Students,<10,<10,33.3333,,,,,,,,
2018-2019,,,,,,,,,82,Wayne RESA,82015,Detroit Public Schools Community District,3481,Catherine Ferguson Alternative Academy,,82,Wayne,LEA School,Middle_High School,Not Specified,Two Year,African American,Female,<10,<10,50,,,,,,,,
